id,geo_name,est_median_rent,moe_median_rent
8600000US52326,ZCTA5_52326,558.00,97.00
8600000US52327,ZCTA5_52327,829.00,92.00
8600000US52328,ZCTA5_52328,955.00,107.00
8600000US52329,ZCTA5_52329,525.00,296.00
8600000US52330,ZCTA5_52330,377.00,24.00
8600000US52332,ZCTA5_52332,437.00,66.00
8600000US52333,ZCTA5_52333,820.00,100.00
8600000US52334,ZCTA5_52334,,
8600000US52335,ZCTA5_52335,379.00,22.00
8600000US52336,ZCTA5_52336,675.00,159.00
8600000US52337,ZCTA5_52337,526.00,55.00
8600000US52338,ZCTA5_52338,687.00,63.00
8600000US52339,ZCTA5_52339,543.00,49.00
8600000US52340,ZCTA5_52340,879.00,48.00
8600000US52341,ZCTA5_52341,720.00,679.00
8600000US52342,ZCTA5_52342,590.00,77.00
8600000US52345,ZCTA5_52345,572.00,159.00
8600000US52346,ZCTA5_52346,486.00,179.00
8600000US52347,ZCTA5_52347,468.00,38.00
8600000US52348,ZCTA5_52348,,
8600000US52349,ZCTA5_52349,611.00,102.00
8600000US52351,ZCTA5_52351,613.00,407.00
8600000US52352,ZCTA5_52352,334.00,26.00
8600000US52353,ZCTA5_52353,598.00,37.00
8600000US52354,ZCTA5_52354,,
8600000US52355,ZCTA5_52355,400.00,167.00
8600000US52356,ZCTA5_52356,471.00,56.00
8600000US52358,ZCTA5_52358,671.00,22.00
8600000US52359,ZCTA5_52359,,
8600000US52361,ZCTA5_52361,547.00,87.00
8600000US52362,ZCTA5_52362,390.00,30.00
8600000US52401,ZCTA5_52401,624.00,50.00
8600000US52402,ZCTA5_52402,706.00,30.00
8600000US52403,ZCTA5_52403,580.00,40.00
8600000US52404,ZCTA5_52404,618.00,55.00
8600000US52405,ZCTA5_52405,735.00,53.00
8600000US52411,ZCTA5_52411,,
8600000US52501,ZCTA5_52501,569.00,25.00
8600000US52530,ZCTA5_52530,536.00,173.00
8600000US52531,ZCTA5_52531,465.00,88.00
8600000US52533,ZCTA5_52533,388.00,228.00
8600000US52534,ZCTA5_52534,500.00,81.00
8600000US52535,ZCTA5_52535,391.00,82.00
8600000US52536,ZCTA5_52536,435.00,64.00
8600000US52537,ZCTA5_52537,496.00,76.00
8600000US52540,ZCTA5_52540,458.00,32.00
8600000US52542,ZCTA5_52542,381.00,35.00
8600000US52543,ZCTA5_52543,,
8600000US52544,ZCTA5_52544,429.00,36.00
8600000US52548,ZCTA5_52548,,
8600000US52549,ZCTA5_52549,775.00,772.00
8600000US52550,ZCTA5_52550,135.00,40.00
8600000US52551,ZCTA5_52551,,
8600000US52552,ZCTA5_52552,652.00,222.00
8600000US52553,ZCTA5_52553,519.00,54.00
8600000US52554,ZCTA5_52554,,
8600000US52555,ZCTA5_52555,480.00,180.00
8600000US52556,ZCTA5_52556,539.00,22.00
8600000US52557,ZCTA5_52557,,
8600000US52560,ZCTA5_52560,463.00,227.00
8600000US52561,ZCTA5_52561,433.00,95.00
8600000US52563,ZCTA5_52563,483.00,77.00
8600000US52565,ZCTA5_52565,395.00,38.00
8600000US52566,ZCTA5_52566,425.00,230.00
8600000US52567,ZCTA5_52567,525.00,31.00
8600000US52569,ZCTA5_52569,530.00,20.00
8600000US52570,ZCTA5_52570,332.00,81.00
8600000US52571,ZCTA5_52571,480.00,31.00
8600000US52572,ZCTA5_52572,405.00,58.00
8600000US52573,ZCTA5_52573,,
8600000US52574,ZCTA5_52574,465.00,249.00
8600000US52576,ZCTA5_52576,514.00,151.00
8600000US52577,ZCTA5_52577,531.00,78.00
8600000US52580,ZCTA5_52580,450.00,151.00
8600000US52581,ZCTA5_52581,450.00,38.00
8600000US52583,ZCTA5_52583,,
8600000US52584,ZCTA5_52584,519.00,50.00
8600000US52585,ZCTA5_52585,519.00,113.00
8600000US52586,ZCTA5_52586,,
8600000US52588,ZCTA5_52588,,
8600000US52590,ZCTA5_52590,298.00,63.00
8600000US52591,ZCTA5_52591,485.00,67.00
8600000US52593,ZCTA5_52593,461.00,147.00
8600000US52594,ZCTA5_52594,,
8600000US52595,ZCTA5_52595,559.00,114.00
8600000US52601,ZCTA5_52601,594.00,43.00
8600000US52619,ZCTA5_52619,,
8600000US52620,ZCTA5_52620,400.00,99.00
8600000US52621,ZCTA5_52621,436.00,56.00
8600000US52623,ZCTA5_52623,580.00,100.00
8600000US52624,ZCTA5_52624,,
8600000US52625,ZCTA5_52625,399.00,71.00
8600000US52626,ZCTA5_52626,387.00,73.00
8600000US52627,ZCTA5_52627,560.00,53.00
8600000US52630,ZCTA5_52630,468.00,89.00
8600000US52632,ZCTA5_52632,513.00,14.00
8600000US52635,ZCTA5_52635,533.00,123.00
8600000US52637,ZCTA5_52637,529.00,87.00
8600000US52638,ZCTA5_52638,529.00,38.00
8600000US52639,ZCTA5_52639,566.00,64.00
8600000US52640,ZCTA5_52640,478.00,68.00
8600000US52641,ZCTA5_52641,524.00,53.00
8600000US52644,ZCTA5_52644,350.00,72.00
8600000US52645,ZCTA5_52645,426.00,85.00
8600000US52646,ZCTA5_52646,538.00,370.00
8600000US52647,ZCTA5_52647,505.00,73.00
8600000US52649,ZCTA5_52649,338.00,239.00
8600000US52650,ZCTA5_52650,595.00,196.00
8600000US52651,ZCTA5_52651,284.00,120.00
8600000US52653,ZCTA5_52653,517.00,15.00
8600000US52654,ZCTA5_52654,416.00,155.00
8600000US52655,ZCTA5_52655,622.00,66.00
8600000US52656,ZCTA5_52656,218.00,59.00
8600000US52657,ZCTA5_52657,,
8600000US52658,ZCTA5_52658,,
8600000US52659,ZCTA5_52659,392.00,56.00
8600000US52660,ZCTA5_52660,,
8600000US52701,ZCTA5_52701,,
8600000US52720,ZCTA5_52720,631.00,175.00
8600000US52721,ZCTA5_52721,404.00,93.00
8600000US52722,ZCTA5_52722,828.00,44.00
8600000US52726,ZCTA5_52726,763.00,159.00
8600000US52727,ZCTA5_52727,,
8600000US52728,ZCTA5_52728,450.00,202.00
8600000US52729,ZCTA5_52729,457.00,63.00
8600000US52730,ZCTA5_52730,516.00,27.00
8600000US52731,ZCTA5_52731,504.00,170.00
8600000US52732,ZCTA5_52732,506.00,21.00
8600000US52737,ZCTA5_52737,,
8600000US52738,ZCTA5_52738,447.00,32.00
8600000US52739,ZCTA5_52739,534.00,49.00
8600000US52742,ZCTA5_52742,545.00,115.00
8600000US52745,ZCTA5_52745,660.00,101.00
8600000US52746,ZCTA5_52746,774.00,24.00
8600000US52747,ZCTA5_52747,563.00,106.00
8600000US52748,ZCTA5_52748,684.00,42.00
8600000US52749,ZCTA5_52749,611.00,73.00
8600000US52750,ZCTA5_52750,438.00,233.00
8600000US52751,ZCTA5_52751,614.00,114.00
8600000US52752,ZCTA5_52752,536.00,165.00
8600000US52753,ZCTA5_52753,1070.00,447.00
8600000US52754,ZCTA5_52754,669.00,51.00
8600000US52755,ZCTA5_52755,533.00,43.00
8600000US52756,ZCTA5_52756,950.00,307.00
8600000US52757,ZCTA5_52757,,
8600000US52758,ZCTA5_52758,823.00,299.00
8600000US52760,ZCTA5_52760,,
8600000US52761,ZCTA5_52761,637.00,18.00
8600000US52765,ZCTA5_52765,764.00,192.00
8600000US52766,ZCTA5_52766,522.00,17.00
8600000US52767,ZCTA5_52767,,
8600000US52768,ZCTA5_52768,558.00,366.00
8600000US52769,ZCTA5_52769,460.00,162.00
8600000US52772,ZCTA5_52772,505.00,58.00
8600000US52773,ZCTA5_52773,533.00,73.00
8600000US52774,ZCTA5_52774,463.00,273.00
8600000US52776,ZCTA5_52776,722.00,94.00
8600000US52777,ZCTA5_52777,525.00,66.00
8600000US52778,ZCTA5_52778,540.00,69.00
8600000US52801,ZCTA5_52801,684.00,34.00
8600000US52802,ZCTA5_52802,600.00,73.00
8600000US52803,ZCTA5_52803,615.00,21.00
8600000US52804,ZCTA5_52804,670.00,46.00
8600000US52806,ZCTA5_52806,673.00,44.00
8600000US52807,ZCTA5_52807,722.00,66.00
8600000US53001,ZCTA5_53001,528.00,35.00
8600000US53002,ZCTA5_53002,713.00,210.00
8600000US53003,ZCTA5_53003,,
8600000US53004,ZCTA5_53004,618.00,50.00
8600000US53005,ZCTA5_53005,1396.00,105.00
8600000US53006,ZCTA5_53006,658.00,175.00
8600000US53007,ZCTA5_53007,747.00,77.00
8600000US53010,ZCTA5_53010,608.00,25.00
8600000US53011,ZCTA5_53011,589.00,43.00
8600000US53012,ZCTA5_53012,795.00,32.00
8600000US53013,ZCTA5_53013,762.00,127.00
8600000US53014,ZCTA5_53014,563.00,41.00
8600000US53015,ZCTA5_53015,559.00,79.00
8600000US53016,ZCTA5_53016,696.00,138.00
8600000US53017,ZCTA5_53017,,
8600000US53018,ZCTA5_53018,1300.00,173.00
8600000US53019,ZCTA5_53019,623.00,130.00
8600000US53020,ZCTA5_53020,765.00,41.00
8600000US53021,ZCTA5_53021,731.00,27.00
8600000US53022,ZCTA5_53022,878.00,31.00
8600000US53023,ZCTA5_53023,532.00,123.00
8600000US53024,ZCTA5_53024,764.00,83.00
8600000US53027,ZCTA5_53027,730.00,40.00
8600000US53029,ZCTA5_53029,882.00,68.00
8600000US53031,ZCTA5_53031,,
8600000US53032,ZCTA5_53032,594.00,98.00
8600000US53033,ZCTA5_53033,1000.00,483.00
8600000US53034,ZCTA5_53034,700.00,124.00
8600000US53035,ZCTA5_53035,807.00,104.00
8600000US53036,ZCTA5_53036,836.00,33.00
8600000US53037,ZCTA5_53037,791.00,90.00
8600000US53038,ZCTA5_53038,758.00,173.00
8600000US53039,ZCTA5_53039,654.00,37.00
8600000US53040,ZCTA5_53040,675.00,61.00
8600000US53042,ZCTA5_53042,572.00,27.00
8600000US53044,ZCTA5_53044,920.00,144.00
8600000US53045,ZCTA5_53045,1399.00,99.00
8600000US53046,ZCTA5_53046,527.00,142.00
8600000US53047,ZCTA5_53047,,
8600000US53048,ZCTA5_53048,746.00,35.00
8600000US53049,ZCTA5_53049,722.00,89.00
8600000US53050,ZCTA5_53050,645.00,51.00
8600000US53051,ZCTA5_53051,976.00,82.00
8600000US53057,ZCTA5_53057,550.00,155.00
8600000US53058,ZCTA5_53058,1136.00,47.00
8600000US53059,ZCTA5_53059,566.00,136.00
8600000US53061,ZCTA5_53061,484.00,60.00
8600000US53063,ZCTA5_53063,514.00,104.00
8600000US53065,ZCTA5_53065,602.00,41.00
8600000US53066,ZCTA5_53066,893.00,40.00
8600000US53069,ZCTA5_53069,,
8600000US53070,ZCTA5_53070,627.00,38.00
8600000US53072,ZCTA5_53072,1058.00,56.00
8600000US53073,ZCTA5_53073,624.00,21.00
8600000US53074,ZCTA5_53074,814.00,36.00
8600000US53075,ZCTA5_53075,648.00,35.00
8600000US53076,ZCTA5_53076,591.00,226.00
8600000US53078,ZCTA5_53078,784.00,88.00
8600000US53079,ZCTA5_53079,475.00,52.00
8600000US53080,ZCTA5_53080,699.00,45.00
8600000US53081,ZCTA5_53081,617.00,15.00
8600000US53083,ZCTA5_53083,751.00,62.00
8600000US53085,ZCTA5_53085,703.00,37.00
8600000US53086,ZCTA5_53086,777.00,151.00
8600000US53088,ZCTA5_53088,610.00,75.00
8600000US53089,ZCTA5_53089,927.00,47.00
8600000US53090,ZCTA5_53090,810.00,37.00
8600000US53091,ZCTA5_53091,618.00,114.00
8600000US53092,ZCTA5_53092,1171.00,100.00
8600000US53093,ZCTA5_53093,613.00,300.00
8600000US53094,ZCTA5_53094,711.00,20.00
8600000US53095,ZCTA5_53095,710.00,50.00
8600000US53097,ZCTA5_53097,1208.00,245.00
8600000US53098,ZCTA5_53098,754.00,34.00
8600000US53103,ZCTA5_53103,861.00,114.00
8600000US53104,ZCTA5_53104,982.00,108.00
8600000US53105,ZCTA5_53105,701.00,42.00
8600000US53108,ZCTA5_53108,635.00,442.00
8600000US53110,ZCTA5_53110,708.00,27.00
8600000US53114,ZCTA5_53114,751.00,174.00
8600000US53115,ZCTA5_53115,768.00,41.00
8600000US53118,ZCTA5_53118,1147.00,301.00
8600000US53119,ZCTA5_53119,1010.00,448.00
8600000US53120,ZCTA5_53120,970.00,138.00
8600000US53121,ZCTA5_53121,734.00,33.00
8600000US53122,ZCTA5_53122,898.00,179.00
8600000US53125,ZCTA5_53125,749.00,432.00
8600000US53126,ZCTA5_53126,890.00,242.00
8600000US53128,ZCTA5_53128,798.00,191.00
8600000US53129,ZCTA5_53129,839.00,54.00
8600000US53130,ZCTA5_53130,941.00,198.00
8600000US53132,ZCTA5_53132,979.00,51.00
8600000US53137,ZCTA5_53137,713.00,116.00
8600000US53139,ZCTA5_53139,1023.00,282.00
8600000US53140,ZCTA5_53140,763.00,26.00
8600000US53142,ZCTA5_53142,893.00,56.00
8600000US53143,ZCTA5_53143,803.00,42.00
8600000US53144,ZCTA5_53144,816.00,23.00
8600000US53146,ZCTA5_53146,960.00,92.00
8600000US53147,ZCTA5_53147,806.00,51.00
8600000US53149,ZCTA5_53149,824.00,26.00
8600000US53150,ZCTA5_53150,968.00,66.00
8600000US53151,ZCTA5_53151,1134.00,31.00
8600000US53153,ZCTA5_53153,807.00,154.00
8600000US53154,ZCTA5_53154,1012.00,39.00
8600000US53156,ZCTA5_53156,559.00,30.00
8600000US53158,ZCTA5_53158,1066.00,71.00
8600000US53167,ZCTA5_53167,748.00,174.00
8600000US53168,ZCTA5_53168,918.00,55.00
8600000US53170,ZCTA5_53170,689.00,88.00
8600000US53172,ZCTA5_53172,783.00,21.00
8600000US53177,ZCTA5_53177,738.00,90.00
8600000US53178,ZCTA5_53178,766.00,145.00
8600000US53179,ZCTA5_53179,793.00,444.00
8600000US53181,ZCTA5_53181,827.00,41.00
8600000US53182,ZCTA5_53182,795.00,96.00
8600000US53183,ZCTA5_53183,1033.00,132.00
8600000US53184,ZCTA5_53184,795.00,37.00
8600000US53185,ZCTA5_53185,837.00,47.00
8600000US53186,ZCTA5_53186,840.00,41.00
8600000US53188,ZCTA5_53188,889.00,28.00
8600000US53189,ZCTA5_53189,925.00,46.00
8600000US53190,ZCTA5_53190,705.00,47.00
8600000US53191,ZCTA5_53191,911.00,270.00
8600000US53192,ZCTA5_53192,,
8600000US53195,ZCTA5_53195,769.00,74.00
8600000US53202,ZCTA5_53202,928.00,41.00
8600000US53203,ZCTA5_53203,1431.00,128.00
8600000US53204,ZCTA5_53204,625.00,12.00
8600000US53205,ZCTA5_53205,456.00,54.00
8600000US53206,ZCTA5_53206,609.00,31.00
8600000US53207,ZCTA5_53207,828.00,18.00
8600000US53208,ZCTA5_53208,660.00,22.00
8600000US53209,ZCTA5_53209,678.00,35.00
8600000US53210,ZCTA5_53210,711.00,15.00
8600000US53211,ZCTA5_53211,922.00,29.00
8600000US53212,ZCTA5_53212,726.00,17.00
8600000US53213,ZCTA5_53213,862.00,37.00
8600000US53214,ZCTA5_53214,725.00,16.00
8600000US53215,ZCTA5_53215,644.00,11.00
8600000US53216,ZCTA5_53216,704.00,23.00
8600000US53217,ZCTA5_53217,1257.00,89.00
8600000US53218,ZCTA5_53218,728.00,15.00
8600000US53219,ZCTA5_53219,678.00,25.00
8600000US53220,ZCTA5_53220,818.00,24.00
8600000US53221,ZCTA5_53221,794.00,20.00
8600000US53222,ZCTA5_53222,750.00,40.00
8600000US53223,ZCTA5_53223,797.00,37.00
8600000US53224,ZCTA5_53224,840.00,30.00
8600000US53225,ZCTA5_53225,799.00,21.00
8600000US53226,ZCTA5_53226,953.00,63.00
8600000US53227,ZCTA5_53227,827.00,24.00
8600000US53228,ZCTA5_53228,991.00,35.00
8600000US53233,ZCTA5_53233,649.00,18.00
8600000US53235,ZCTA5_53235,703.00,36.00
8600000US53295,ZCTA5_53295,,
8600000US53402,ZCTA5_53402,767.00,30.00
8600000US53403,ZCTA5_53403,706.00,28.00
8600000US53404,ZCTA5_53404,630.00,33.00
8600000US53405,ZCTA5_53405,741.00,46.00
8600000US53406,ZCTA5_53406,724.00,21.00
8600000US53501,ZCTA5_53501,,
8600000US53502,ZCTA5_53502,631.00,20.00
8600000US53503,ZCTA5_53503,638.00,46.00
8600000US53504,ZCTA5_53504,426.00,18.00
8600000US53505,ZCTA5_53505,827.00,274.00
8600000US53506,ZCTA5_53506,515.00,22.00
8600000US53507,ZCTA5_53507,850.00,100.00
8600000US53508,ZCTA5_53508,746.00,68.00
8600000US53510,ZCTA5_53510,620.00,29.00
8600000US53511,ZCTA5_53511,667.00,21.00
8600000US53515,ZCTA5_53515,664.00,43.00
8600000US53516,ZCTA5_53516,493.00,149.00
8600000US53517,ZCTA5_53517,774.00,17.00
8600000US53518,ZCTA5_53518,476.00,13.00
8600000US53520,ZCTA5_53520,593.00,85.00
8600000US53521,ZCTA5_53521,907.00,164.00
8600000US53522,ZCTA5_53522,448.00,128.00
8600000US53523,ZCTA5_53523,830.00,75.00
8600000US53525,ZCTA5_53525,769.00,85.00
8600000US53526,ZCTA5_53526,533.00,35.00
8600000US53527,ZCTA5_53527,1163.00,129.00
8600000US53528,ZCTA5_53528,985.00,159.00
8600000US53529,ZCTA5_53529,795.00,75.00
8600000US53530,ZCTA5_53530,541.00,24.00
8600000US53531,ZCTA5_53531,721.00,50.00
8600000US53532,ZCTA5_53532,837.00,59.00
8600000US53533,ZCTA5_53533,657.00,37.00
8600000US53534,ZCTA5_53534,736.00,88.00
8600000US53536,ZCTA5_53536,597.00,85.00
8600000US53537,ZCTA5_53537,610.00,71.00
8600000US53538,ZCTA5_53538,740.00,25.00
8600000US53540,ZCTA5_53540,519.00,109.00
8600000US53541,ZCTA5_53541,423.00,21.00
8600000US53543,ZCTA5_53543,444.00,33.00
8600000US53544,ZCTA5_53544,662.00,73.00
8600000US53545,ZCTA5_53545,742.00,17.00
8600000US53546,ZCTA5_53546,778.00,25.00
8600000US53548,ZCTA5_53548,648.00,34.00
8600000US53549,ZCTA5_53549,710.00,30.00
8600000US53550,ZCTA5_53550,538.00,37.00
8600000US53551,ZCTA5_53551,772.00,92.00
8600000US53553,ZCTA5_53553,279.00,12.00
8600000US53554,ZCTA5_53554,542.00,127.00
8600000US53555,ZCTA5_53555,744.00,57.00
8600000US53556,ZCTA5_53556,542.00,31.00
8600000US53557,ZCTA5_53557,525.00,145.00
8600000US53558,ZCTA5_53558,997.00,94.00
8600000US53559,ZCTA5_53559,721.00,74.00
8600000US53560,ZCTA5_53560,728.00,30.00
8600000US53561,ZCTA5_53561,775.00,286.00
8600000US53562,ZCTA5_53562,998.00,50.00
8600000US53563,ZCTA5_53563,745.00,47.00
8600000US53565,ZCTA5_53565,612.00,64.00
8600000US53566,ZCTA5_53566,612.00,29.00
8600000US53569,ZCTA5_53569,533.00,96.00
8600000US53570,ZCTA5_53570,579.00,72.00
8600000US53571,ZCTA5_53571,,
8600000US53572,ZCTA5_53572,855.00,72.00
8600000US53573,ZCTA5_53573,481.00,60.00
8600000US53574,ZCTA5_53574,756.00,57.00
8600000US53575,ZCTA5_53575,857.00,65.00
8600000US53576,ZCTA5_53576,707.00,87.00
8600000US53577,ZCTA5_53577,725.00,17.00
8600000US53578,ZCTA5_53578,851.00,48.00
8600000US53579,ZCTA5_53579,603.00,81.00
8600000US53580,ZCTA5_53580,542.00,99.00
8600000US53581,ZCTA5_53581,547.00,26.00
8600000US53582,ZCTA5_53582,633.00,63.00
8600000US53583,ZCTA5_53583,649.00,76.00
8600000US53585,ZCTA5_53585,719.00,30.00
8600000US53586,ZCTA5_53586,421.00,38.00
8600000US53587,ZCTA5_53587,435.00,83.00
8600000US53588,ZCTA5_53588,724.00,38.00
8600000US53589,ZCTA5_53589,835.00,33.00
8600000US53590,ZCTA5_53590,1017.00,41.00
8600000US53593,ZCTA5_53593,1191.00,54.00
8600000US53594,ZCTA5_53594,607.00,61.00
8600000US53597,ZCTA5_53597,964.00,51.00
8600000US53598,ZCTA5_53598,1198.00,254.00
8600000US53599,ZCTA5_53599,,
8600000US53702,ZCTA5_53702,,
8600000US53703,ZCTA5_53703,1066.00,51.00
8600000US53704,ZCTA5_53704,944.00,23.00
8600000US53705,ZCTA5_53705,1082.00,33.00
8600000US53706,ZCTA5_53706,1102.00,505.00
8600000US53711,ZCTA5_53711,1045.00,27.00
8600000US53713,ZCTA5_53713,889.00,25.00
8600000US53714,ZCTA5_53714,902.00,49.00
8600000US53715,ZCTA5_53715,1228.00,120.00
8600000US53716,ZCTA5_53716,924.00,58.00
8600000US53717,ZCTA5_53717,1065.00,54.00
8600000US53718,ZCTA5_53718,1212.00,47.00
8600000US53719,ZCTA5_53719,1094.00,28.00
8600000US53726,ZCTA5_53726,1110.00,214.00
8600000US53792,ZCTA5_53792,,
8600000US53801,ZCTA5_53801,,
8600000US53802,ZCTA5_53802,,
8600000US53803,ZCTA5_53803,570.00,31.00
8600000US53804,ZCTA5_53804,399.00,26.00
8600000US53805,ZCTA5_53805,473.00,51.00
8600000US53806,ZCTA5_53806,371.00,27.00
8600000US53807,ZCTA5_53807,533.00,37.00
8600000US53808,ZCTA5_53808,520.00,21.00
8600000US53809,ZCTA5_53809,506.00,23.00
8600000US53810,ZCTA5_53810,375.00,342.00
8600000US53811,ZCTA5_53811,657.00,68.00
8600000US53813,ZCTA5_53813,540.00,77.00
8600000US53816,ZCTA5_53816,478.00,45.00
8600000US53817,ZCTA5_53817,475.00,185.00
8600000US53818,ZCTA5_53818,674.00,51.00
8600000US53820,ZCTA5_53820,514.00,22.00
8600000US53821,ZCTA5_53821,565.00,33.00
8600000US53825,ZCTA5_53825,525.00,380.00
8600000US53826,ZCTA5_53826,504.00,57.00
8600000US53827,ZCTA5_53827,508.00,100.00
8600000US53901,ZCTA5_53901,709.00,38.00
8600000US53910,ZCTA5_53910,481.00,38.00
8600000US53911,ZCTA5_53911,807.00,81.00
8600000US53913,ZCTA5_53913,702.00,35.00
8600000US53916,ZCTA5_53916,709.00,35.00
8600000US53919,ZCTA5_53919,484.00,143.00
8600000US53920,ZCTA5_53920,650.00,35.00
8600000US53922,ZCTA5_53922,,
8600000US53923,ZCTA5_53923,548.00,81.00
8600000US53924,ZCTA5_53924,553.00,150.00
8600000US53925,ZCTA5_53925,695.00,29.00
8600000US53926,ZCTA5_53926,463.00,140.00
8600000US53928,ZCTA5_53928,,
8600000US53929,ZCTA5_53929,487.00,29.00
8600000US53930,ZCTA5_53930,558.00,181.00
8600000US53931,ZCTA5_53931,671.00,46.00
8600000US53932,ZCTA5_53932,849.00,45.00
8600000US53933,ZCTA5_53933,644.00,153.00
8600000US53934,ZCTA5_53934,512.00,34.00
8600000US53935,ZCTA5_53935,633.00,91.00
8600000US53936,ZCTA5_53936,539.00,45.00
8600000US53937,ZCTA5_53937,521.00,144.00
8600000US53939,ZCTA5_53939,448.00,68.00
8600000US53941,ZCTA5_53941,530.00,42.00
8600000US53943,ZCTA5_53943,582.00,51.00
8600000US53944,ZCTA5_53944,605.00,27.00
8600000US53946,ZCTA5_53946,545.00,42.00
8600000US53947,ZCTA5_53947,576.00,13.00
8600000US53948,ZCTA5_53948,646.00,31.00
8600000US53949,ZCTA5_53949,540.00,61.00
8600000US53950,ZCTA5_53950,600.00,43.00
8600000US53951,ZCTA5_53951,498.00,180.00
8600000US53952,ZCTA5_53952,612.00,18.00
8600000US53953,ZCTA5_53953,651.00,397.00
8600000US53954,ZCTA5_53954,724.00,41.00
8600000US53955,ZCTA5_53955,636.00,136.00
8600000US53956,ZCTA5_53956,486.00,102.00
8600000US53959,ZCTA5_53959,648.00,34.00
8600000US53960,ZCTA5_53960,597.00,65.00
8600000US53961,ZCTA5_53961,685.00,370.00
8600000US53963,ZCTA5_53963,636.00,52.00
8600000US53964,ZCTA5_53964,603.00,59.00
8600000US53965,ZCTA5_53965,662.00,50.00
8600000US53968,ZCTA5_53968,541.00,60.00
8600000US53969,ZCTA5_53969,635.00,439.00
8600000US54001,ZCTA5_54001,560.00,50.00
8600000US54002,ZCTA5_54002,649.00,225.00
8600000US54003,ZCTA5_54003,621.00,103.00
8600000US54004,ZCTA5_54004,545.00,54.00
8600000US54005,ZCTA5_54005,516.00,63.00
8600000US54006,ZCTA5_54006,638.00,278.00
8600000US54007,ZCTA5_54007,619.00,63.00
8600000US54009,ZCTA5_54009,698.00,103.00
8600000US54010,ZCTA5_54010,,
8600000US54011,ZCTA5_54011,637.00,58.00
8600000US54013,ZCTA5_54013,722.00,103.00
8600000US54014,ZCTA5_54014,700.00,120.00
8600000US54015,ZCTA5_54015,671.00,86.00
8600000US54016,ZCTA5_54016,1102.00,106.00
8600000US54017,ZCTA5_54017,825.00,72.00
8600000US54020,ZCTA5_54020,696.00,31.00
8600000US54021,ZCTA5_54021,877.00,60.00
8600000US54022,ZCTA5_54022,794.00,42.00
8600000US54023,ZCTA5_54023,1018.00,262.00
8600000US54024,ZCTA5_54024,634.00,56.00
8600000US54025,ZCTA5_54025,797.00,84.00
8600000US54026,ZCTA5_54026,642.00,128.00
8600000US54027,ZCTA5_54027,839.00,92.00
8600000US54028,ZCTA5_54028,599.00,112.00
8600000US54082,ZCTA5_54082,,
8600000US54101,ZCTA5_54101,569.00,170.00
8600000US54102,ZCTA5_54102,388.00,110.00
8600000US54103,ZCTA5_54103,542.00,103.00
8600000US54104,ZCTA5_54104,609.00,431.00
8600000US54106,ZCTA5_54106,517.00,37.00
8600000US54107,ZCTA5_54107,497.00,36.00
8600000US54110,ZCTA5_54110,583.00,61.00
8600000US54111,ZCTA5_54111,619.00,45.00
8600000US54112,ZCTA5_54112,516.00,53.00
8600000US54113,ZCTA5_54113,697.00,84.00
8600000US54114,ZCTA5_54114,488.00,31.00
8600000US54115,ZCTA5_54115,786.00,17.00
8600000US54119,ZCTA5_54119,621.00,77.00
8600000US54120,ZCTA5_54120,,
8600000US54121,ZCTA5_54121,363.00,158.00
8600000US54123,ZCTA5_54123,475.00,11.00
8600000US54124,ZCTA5_54124,469.00,72.00
8600000US54125,ZCTA5_54125,413.00,44.00
8600000US54126,ZCTA5_54126,719.00,120.00
8600000US54127,ZCTA5_54127,,
8600000US54128,ZCTA5_54128,464.00,29.00
8600000US54129,ZCTA5_54129,618.00,198.00
8600000US54130,ZCTA5_54130,710.00,12.00
8600000US54135,ZCTA5_54135,355.00,39.00
8600000US54136,ZCTA5_54136,629.00,91.00
8600000US54137,ZCTA5_54137,488.00,422.00
8600000US54138,ZCTA5_54138,642.00,54.00
8600000US54139,ZCTA5_54139,521.00,79.00
8600000US54140,ZCTA5_54140,711.00,53.00
8600000US54141,ZCTA5_54141,,
8600000US54143,ZCTA5_54143,538.00,46.00
8600000US54149,ZCTA5_54149,503.00,102.00
8600000US54150,ZCTA5_54150,249.00,116.00
8600000US54151,ZCTA5_54151,493.00,42.00
8600000US54153,ZCTA5_54153,596.00,41.00
8600000US54154,ZCTA5_54154,532.00,44.00
8600000US54155,ZCTA5_54155,587.00,350.00
8600000US54156,ZCTA5_54156,511.00,50.00
8600000US54157,ZCTA5_54157,599.00,47.00
8600000US54159,ZCTA5_54159,517.00,123.00
8600000US54160,ZCTA5_54160,440.00,193.00
8600000US54161,ZCTA5_54161,465.00,46.00
8600000US54162,ZCTA5_54162,646.00,52.00
8600000US54165,ZCTA5_54165,615.00,46.00
8600000US54166,ZCTA5_54166,586.00,25.00
8600000US54169,ZCTA5_54169,911.00,234.00
8600000US54170,ZCTA5_54170,531.00,32.00
8600000US54171,ZCTA5_54171,531.00,92.00
8600000US54173,ZCTA5_54173,856.00,238.00
8600000US54174,ZCTA5_54174,513.00,33.00
8600000US54175,ZCTA5_54175,653.00,187.00
8600000US54177,ZCTA5_54177,421.00,35.00
8600000US54180,ZCTA5_54180,792.00,218.00
8600000US54201,ZCTA5_54201,614.00,49.00
8600000US54202,ZCTA5_54202,781.00,96.00
8600000US54204,ZCTA5_54204,598.00,118.00
8600000US54205,ZCTA5_54205,470.00,88.00
8600000US54207,ZCTA5_54207,,
